evaluations raw_y
1 9.6412900515
4 8.8300584061
5000 0.0000000000
evaluations raw_y
1 16.7898250470
3 13.4328263229
5000 12.5521692261
evaluations raw_y
1 29.1513413656
2 25.2500119754
3 19.0523058903
4 11.1175642404
5 7.2968908693
5000 0.0000000000
evaluations raw_y
1 19.8692634797
2 13.9277604972
7 9.6853172633
5000 0.0000000000
evaluations raw_y
1 13.5269007589
7 8.2283769380
5000 0.0000000000
evaluations raw_y
1 15.9562931980
2 14.7425962446
3 7.7861122165
7 7.8387098006
5000 0.0000000000
evaluations raw_y
1 13.2718958011
4 12.5167073507
6 5.2205849349
5000 0.0000000000
evaluations raw_y
1 8.4308246441
5000 0.0000000000
evaluations raw_y
1 14.2937275113
9 10.0997354676
10 5.9327271513
5000 0.0000000000
evaluations raw_y
1 14.1278106844
3 8.1610925916
5 4.4164238363
5000 0.0000000000
evaluations raw_y
1 8.8544850743
3 3.8956560650
5000 0.0000000000
evaluations raw_y
1 14.6923512603
3 13.9120246766
4 11.5804536356
6 5.9914488301
5000 0.0000000000
evaluations raw_y
1 15.1060712877
2 13.8923630127
4 12.2016030180
5 9.1902969930
6 7.3139903798
9 7.2241801631
5000 27.0352320907
evaluations raw_y
1 23.2329935606
2 12.0210893313
5000 0.0000000000
evaluations raw_y
1 25.5047391411
2 20.0713940016
3 8.7283436769
8 4.7286361720
5000 0.0000000000
evaluations raw_y
1 10.1087426217
5000 23.0245678330
evaluations raw_y
1 30.1651312245
2 13.0351828160
3 8.0646188009
4 7.0389022534
90 6.2936506196
5000 0.0000000000
evaluations raw_y
1 9.9053451563
3 8.1214141930
26 5.4820367723
5000 0.0000000000
evaluations raw_y
1 19.2168169592
2 5.0979459227
5000 23.8572809757
evaluations raw_y
1 13.3075942562
2 8.2610347866
42 4.0301915886
5000 0.0000000000
