evaluations raw_y
1 11.3964610663
6 9.4689364123
10 5.9591589634
12 5.2604362459
5000 0.0000000000
evaluations raw_y
1 7.6351628721
5000 0.0000000000
evaluations raw_y
1 12.6794649674
2 7.1471194586
3 6.7543200750
5000 0.0000000000
evaluations raw_y
1 15.0623141904
2 14.6539698260
5000 0.0000000000
evaluations raw_y
1 13.7878029820
3 11.3363692670
4 5.0655897806
5000 0.0000000000
evaluations raw_y
1 5.7445680769
2 3.7273734762
5000 7.2244660606
evaluations raw_y
1 17.5543302724
6 10.8767313717
2022 0.2894252247
