evaluations raw_y
1 19.8179508984
12 11.2289618640
13 9.4504002015
5000 0.0000000000
evaluations raw_y
1 7.1378340654
5000 0.0000000000
evaluations raw_y
1 19.6302715198
2 19.5023325680
3 17.1531844307
5 9.3619381693
7 7.1237258918
13 2.8786093233
5000 0.0000000000
evaluations raw_y
1 23.0864537361
2 14.0046254296
4 5.5832561340
5000 22.5156242034
evaluations raw_y
1 17.3821911715
2 13.3030617165
9 7.2544506725
5000 14.5637728825
evaluations raw_y
1 7.9417697121
2 5.3159827758
5000 0.0000000000
evaluations raw_y
1 18.1214282886
2 3.8412594291
5000 0.0000000000
evaluations raw_y
1 9.1926730059
5000 0.0000000000
evaluations raw_y
1 24.3874923984
2 18.3722813093
3 17.4019581137
4 5.5389239395
5 5.0377604475
5000 0.0000000000
evaluations raw_y
1 15.2522203874
2 14.8149208839
3 10.7751521987
4 10.0504452421
5000 0.0000000000
evaluations raw_y
1 15.8064129564
2 11.1224496672
6 8.9914957567
7 8.1112193352
5000 17.0060281014
evaluations raw_y
1 20.3693494313
2 20.6105468318
3 18.3529097230
4 8.8324123567
5000 0.0000000000
evaluations raw_y
1 17.2954291151
2 12.4329409155
3 10.2269479445
4 8.9997420147
5000 0.0000000000
evaluations raw_y
1 18.6328672386
2 11.1138248598
3 6.2181579147
5000 0.0000000000
evaluations raw_y
1 24.1110936070
3 9.7603764037
5000 0.0000000000
evaluations raw_y
1 13.9760208963
5000 0.0000000000
evaluations raw_y
1 13.2121918235
5 5.1358024674
5000 0.0000000000
evaluations raw_y
1 18.4342710491
2 15.2103420991
3 14.7604376460
6 8.7399626281
5000 22.1077867449
evaluations raw_y
1 13.0955148895
2 10.2691320145
10 8.6474929650
5000 0.0000000000
evaluations raw_y
1 7.5210129088
5000 0.0000000000
