evaluations raw_y
1 10.1436974601
3 7.9779145571
4 7.7017818156
8 5.1457431695
130 2.5071280606
5000 15.1579551768
evaluations raw_y
1 20.0591251361
3 9.8136626703
5 7.3114930545
33 5.2289421583
55 3.1996781375
270 2.6426480622
2651 2.4066131466
4592 1.8922119699
4954 1.2565747931
5000 18.2536495724
evaluations raw_y
1 8.8397962732
4 6.3909334415
21 3.5865542527
34 1.9964770867
2743 1.8719530007
4232 1.8330038605
5000 3.5696650259
evaluations raw_y
1 11.9778397692
6 7.5675934887
10 5.3102528501
89 3.6552420693
333 3.3771547087
1216 2.3643973549
1688 2.0017011371
3046 1.8052636070
4570 1.6379573509
5000 17.9363577939
evaluations raw_y
1 20.5703369790
2 6.9491808614
4 7.9432079162
36 7.7855565072
44 5.1215956276
48 4.3039540314
153 3.7494993473
834 3.0904992475
1651 2.4758372473
4365 2.4638895242
4552 1.5702241338
5000 7.6155323023
evaluations raw_y
1 17.8736629796
3 8.7741821525
5 10.1249589635
16 5.4391309452
24 4.6914770315
51 3.8624227246
186 3.4117390828
448 3.0501494197
791 2.5784395302
3989 2.1254344900
5000 26.8787695854
evaluations raw_y
1 19.7648540412
2 12.3035063410
8 10.6545749355
12 9.6329491781
14 5.1371459571
155 4.7147238013
245 4.2962301704
300 3.7213057414
450 3.8590479683
495 3.5218880122
516 3.1152400760
1638 2.9328028275
2291 2.6535114513
3448 2.2739298204
5000 19.5917649438
evaluations raw_y
1 15.7456832129
2 8.4333172794
43 6.4666815735
44 6.6265104305
55 5.6787870144
63 3.1644513694
355 2.9428232144
1259 2.6829694903
1877 2.4538920825
1956 1.9639588875
5000 20.6858635958
evaluations raw_y
1 9.7965418398
2 8.9959734616
4 7.3717880647
6 4.3157209919
35 3.4510454410
61 3.1929221133
560 3.0060006060
1189 2.9965872842
1355 2.0435988965
2141 1.8079576503
5000 11.8755463132
evaluations raw_y
1 18.5525437881
2 10.2185679236
7 9.6925188858
10 8.2711615363
32 6.5443771037
49 6.3953819463
52 4.7042291445
72 4.3418218686
201 3.1267944969
1046 3.0051534652
1454 2.8270039345
1968 2.2817897021
2953 2.5627412042
5000 10.5699603058
evaluations raw_y
1 11.2282417228
3 9.8455055855
10 8.0282856412
12 4.1338300656
80 3.6455984695
435 3.6656124664
999 2.9814141957
1306 2.9618664923
2757 2.2787670013
5000 23.9900470189
evaluations raw_y
1 13.8925154257
5 11.8171581938
8 10.9537559737
11 8.8551808901
12 7.9928225660
20 6.0225594450
24 4.9465183636
95 4.5910816658
159 3.9577565579
430 2.6558987873
1174 2.2887623237
1321 1.9569995279
5000 10.7798854174
evaluations raw_y
1 33.5539362146
2 18.1223038626
3 16.9519780417
4 14.2779713303
5 10.4613718967
6 9.4565893782
7 4.1635289617
92 2.9657078766
614 2.7209296821
3467 2.4402754575
4433 2.3203691436
5000 19.1946908806
evaluations raw_y
1 21.8774672761
4 12.3279848941
7 9.4664562636
8 9.1877863470
11 6.8715105490
26 6.2395332828
62 4.9776015132
120 5.1244332062
248 3.2909428612
1453 3.2326356759
1604 2.7181763740
1748 2.0492040157
2421 1.7826571008
4354 1.5696327876
4591 1.4872573544
4599 1.1928998951
4629 0.9744858419
4730 0.9593254209
4760 0.9585571943
4767 0.6987924452
4784 0.6807108276
4873 0.6049028672
4934 0.6034386801
5000 1.2831910557
evaluations raw_y
1 21.0106256322
2 10.0894078259
25 5.8881162172
65 5.1712507306
152 4.5258583227
720 4.0504326618
895 3.3407230094
921 3.3374836132
960 3.2427176727
1261 3.1560930761
1293 3.0361699158
1531 3.0222844464
1869 2.8705943513
2853 2.7055841259
2884 2.5549439056
3238 2.1953700721
5000 22.8083625346
evaluations raw_y
1 24.4517664978
2 9.7083807135
5 5.4391034207
181 5.2236472040
192 3.0082739932
789 2.4437374474
1851 1.6325995642
2193 1.2387171720
5000 6.1369016412
evaluations raw_y
1 19.0934651976
2 7.1392793902
6 6.4294532726
54 3.5542085497
117 2.2775084929
2931 1.6613972113
5000 26.0014168656
evaluations raw_y
1 12.5595216045
6 10.4335589411
9 6.1414547302
78 2.1348773490
2924 1.9503035789
5000 13.6144260607
evaluations raw_y
1 22.2674213808
2 11.4246742886
3 4.8543166112
16 3.4228604238
314 3.4113456561
351 1.7926353468
3550 1.7710498624
5000 12.8199918292
evaluations raw_y
1 20.1852685616
3 10.4581813663
5 7.1965659228
9 4.3041513521
444 3.9067546120
593 3.5189203429
1354 3.0189138374
1400 2.9034375582
2370 2.2516023705
3268 2.0354488192
5000 11.1087461716
