evaluations raw_y
1 32.9964829620
2 10.8926644962
4 10.6997862590
7 6.7037523870
5000 0.0000000000
evaluations raw_y
1 10.1651595446
4 6.3908156089
5000 0.0000000000
evaluations raw_y
1 12.9124822565
5000 0.0000000000
evaluations raw_y
1 8.8594513689
2 8.3369141379
5000 0.0000000000
evaluations raw_y
1 24.0704997336
2 9.7481246012
6 7.3039226586
8 8.2538620312
30 4.3484681430
35 3.3941497698
5000 0.0000000000
evaluations raw_y
1 16.3496203770
2 9.7895252839
5000 0.0000000000
evaluations raw_y
1 20.9990517687
2 6.6432071087
5000 21.6056731575
evaluations raw_y
1 31.3906466135
2 12.0615733516
5000 0.0000000000
evaluations raw_y
1 23.6125037931
2 11.5121307075
7 7.0509441812
5000 0.0000000000
evaluations raw_y
1 13.4463142764
5000 0.0000000000
evaluations raw_y
1 24.4371749069
2 9.0979271573
5000 0.0000000000
evaluations raw_y
1 20.1357128253
2 6.2551957695
5 3.9814838605
5000 0.0000000000
evaluations raw_y
1 16.5383996125
5000 0.0000000000
evaluations raw_y
1 18.8745003484
3 6.1296818754
5000 0.0000000000
evaluations raw_y
1 20.6970056515
2 12.4897094574
4 11.1320705696
11 7.9439039333
15 6.5555009308
5000 10.5228316644
evaluations raw_y
1 4.3567424779
5000 0.0000000000
evaluations raw_y
1 16.1530281103
2 7.7947078138
5000 0.0000000000
evaluations raw_y
1 23.6525133186
5000 0.0000000000
evaluations raw_y
1 23.4182921240
3 15.1099089265
6 8.8928265404
5000 0.0000000000
evaluations raw_y
1 11.2282821607
5 8.6048113791
5000 0.0000000000
