evaluations raw_y
1 5.2036639746
108 3.2909803736
217 2.0792463720
5000 5.7197300542
evaluations raw_y
1 11.7976782690
2 5.9568426138
31 5.8121267038
57 4.6227329802
115 4.5163003790
344 4.0719079830
697 3.9653282085
1304 1.7179581177
5000 14.8979801827
evaluations raw_y
1 17.2534661253
2 14.1218852180
3 4.2383699172
177 3.8397258519
335 3.4298179514
374 2.9889196597
680 2.7723431998
2472 1.3601130901
3864 1.6009498272
3916 1.5541175430
3957 1.3626703430
3999 1.0798642268
4003 1.0163704825
4020 1.0133090147
4069 0.8869047542
4100 0.8632207779
4103 0.7315652348
4106 0.7101973817
4132 0.6889394541
4150 0.6743719729
4224 0.6643856830
4236 0.5641717104
4335 0.5306500531
4597 0.4640165394
4702 0.4258331566
4902 0.3793536218
5000 0.4552964855
evaluations raw_y
1 24.7885263077
2 16.6252040405
5 16.0185162723
6 15.1802801798
13 13.4010742085
14 11.9323519261
18 11.8383538757
22 9.7648075656
29 7.3644816665
65 3.2094352751
147 2.1429764837
2295 2.0617473122
5000 26.6448462862
evaluations raw_y
1 22.5559087067
2 18.8903022822
3 10.9176240459
8 10.6748817533
10 4.9392849968
43 3.7177606637
289 2.3636194386
4835 2.2927040001
5000 5.0282827594
evaluations raw_y
1 21.1631356313
2 10.2655077127
11 8.0482811662
37 5.5509350539
67 5.4715812022
129 3.6642544155
161 3.1091269663
789 2.5080525855
5000 16.7009460264
evaluations raw_y
1 11.1023113603
22 10.0525384676
26 7.5270644077
37 3.1842785969
524 2.7892013288
702 2.8359371367
3739 2.3634276473
5000 5.1852257911
evaluations raw_y
1 14.9091955224
4 13.5229025029
7 8.1810849390
18 5.9775451924
32 4.3070159134
69 4.1834643299
76 3.5793330399
278 3.4850205057
400 3.1380619168
1376 2.9127844727
2243 1.8246605480
5000 18.9721240093
evaluations raw_y
1 14.8479543488
2 11.1304764264
9 9.2069176662
14 7.0436343010
59 5.2595292115
61 4.0634849429
256 3.2618484359
505 2.4617399323
2621 2.3549150274
3654 2.0671021600
5000 12.0572498863
evaluations raw_y
1 14.3130002290
9 12.7992853744
11 6.4536029595
27 6.0577886295
55 5.6869472919
60 5.5732276186
77 4.8428789041
217 2.3425238796
4053 2.5626605004
4326 2.5141841834
4463 2.3117869274
4547 1.4432604910
4574 1.0248594751
4935 0.9195713543
5000 1.7798631968
evaluations raw_y
1 17.3204165256
3 13.7662746358
4 8.0702008151
20 7.9771216628
27 4.3488688019
988 3.8525350329
1061 4.1418882829
1120 3.7310126034
1429 3.3146130517
2855 2.8519203377
3341 2.4036700346
5000 21.8707487076
evaluations raw_y
1 19.6955944738
2 14.9161170815
3 10.3586134295
5 7.6112393129
8 4.9589245545
279 3.6290374416
285 2.3797111864
4689 1.8386373773
5000 10.8699700196
evaluations raw_y
1 20.4413287382
2 8.0305647579
4 7.3003703939
41 6.5409177159
44 5.1935974088
61 4.4543240587
142 3.0224421811
910 2.4113724889
2162 1.7949717868
4397 1.6226242396
4402 1.5856540799
4686 1.1686425045
5000 2.5266262023
evaluations raw_y
1 26.0560537886
2 16.3134259516
3 14.0539676109
4 12.9759566972
6 9.6526823141
7 8.5817387462
12 5.2188453745
30 5.0150597370
81 4.7931754577
203 4.0451439292
318 3.3916589987
726 3.1977880114
1878 1.5389516008
2947 1.8989272304
4492 1.6225602485
5000 11.5575171569
evaluations raw_y
1 10.7000350740
3 17.0608459235
7 4.8230577077
81 4.2668859705
92 3.5506839917
114 3.6263953209
265 3.2136296966
351 3.1018084238
641 2.5134016500
1108 2.3320634504
2815 2.1594757845
5000 15.3762853958
evaluations raw_y
1 9.2666732169
16 4.8633501869
167 4.6011092302
536 3.9059049719
585 3.5113486384
1342 3.1410964857
1417 3.3478186245
2355 2.3110295581
5000 4.2822397854
evaluations raw_y
1 19.7333415454
3 15.0667021489
5 9.2329197851
11 8.3659812276
14 6.5556623904
141 5.4373180205
146 4.4310555633
353 4.5149073350
451 3.6640882722
801 3.4590875667
1511 2.9523746053
2299 2.8045879145
3329 2.7587584299
3459 2.3975601127
5000 22.5683293331
evaluations raw_y
1 19.6403256913
2 6.5256991557
21 4.0963538417
91 3.8589031121
512 2.9794592251
632 2.0708432074
1140 1.5064657167
5000 9.2328677487
evaluations raw_y
1 24.3538319164
2 6.9115017576
13 6.7085157990
43 4.2625240837
312 3.5189337309
826 2.3701509857
4459 1.6842907789
4604 1.6028611001
4693 1.5848522325
4696 1.4500480505
4741 1.3016392084
4857 0.9244674165
5000 5.4989649124
evaluations raw_y
1 8.2908647369
22 5.9773594702
52 5.3757222169
183 4.8634658393
269 2.5350100857
924 3.1958312558
1495 2.1157489540
1696 1.7324556059
5000 19.7737868642
