evaluations raw_y
1 18.6708076567
3 15.5109076074
4 3.3959311724
288 3.3348895717
1327 2.3940619269
2525 1.9686546291
3946 1.9100429812
4002 1.5943609466
5005 16.2276563768
evaluations raw_y
1 15.5283683600
2 6.8070717885
4 5.6194738122
49 6.0412684904
161 5.7778846427
227 2.5333219703
506 2.4683037060
1315 2.2196738395
1797 1.6785675518
2965 1.5234830601
5005 5.1314043438
evaluations raw_y
1 11.5255845917
7 11.4109137973
9 7.4841946137
49 2.5931965737
530 2.3604265923
3714 2.2632322187
5005 18.0379537803
evaluations raw_y
1 3.5329460630
565 3.1475876723
2382 2.7408600813
3504 2.2508042775
4234 1.6532074065
5005 23.0656930451
evaluations raw_y
1 14.1112508121
3 10.0971746158
16 7.6614750874
21 5.5539600384
32 4.2137060812
182 2.9415118199
789 2.9279278467
2011 2.5794976196
3524 2.5375527656
5005 26.9804507067
evaluations raw_y
1 7.5152388520
33 6.5306271584
69 6.5105179910
80 5.0924005239
109 4.7393187780
156 3.4080076111
212 3.3480119584
583 3.2380773078
1086 2.8716309680
1313 2.3658513920
2175 1.0233955481
5005 26.4163814208
evaluations raw_y
1 19.3772445524
3 16.4638801401
5 5.8556913249
32 4.6602094768
83 3.0042044081
1595 2.7779814698
2109 2.0391207101
4077 2.4542870860
5005 9.0227912119
evaluations raw_y
1 26.0579912525
2 24.3598660776
3 10.0693857258
7 6.3062202384
13 6.1189331981
14 6.0439807837
141 2.2936902029
2895 2.0238348226
5005 28.0969769429
evaluations raw_y
1 5.1570631273
14 3.3553517385
76 2.8727122296
630 2.4171394874
1482 2.4451750939
3374 1.6939824576
5005 18.2986941024
evaluations raw_y
1 23.3241322221
2 18.7174439072
4 13.4248030957
8 5.2086500993
76 5.0321863227
242 3.8286626468
293 3.2981510254
344 2.5046598434
3101 2.2743732527
3883 1.8338278370
5005 14.6468886961
evaluations raw_y
1 16.6125765897
2 14.6550307936
5 7.3586807533
6 5.1265163318
98 4.7735911535
102 3.3161625689
558 2.4004485368
1349 2.1632506862
4997 1.9748180066
5005 19.1169279959
evaluations raw_y
1 13.8568050605
4 7.0968228320
20 6.7966266925
22 5.0547123339
209 4.2986353114
356 2.7590447738
581 1.9179692766
5005 8.9983831170
evaluations raw_y
1 21.6380009161
3 12.4645319631
4 9.8301080520
6 8.3688600010
31 5.9149361149
52 2.7907160749
966 1.7764587966
5005 15.1711012261
evaluations raw_y
1 6.5015472140
28 6.3218122839
91 3.8380271390
183 3.7185427971
334 3.0139013420
1653 2.7358873005
3085 2.7841391998
4389 2.3831436668
5005 17.0922403422
evaluations raw_y
1 29.9294852692
2 21.6696252375
3 11.9077649598
9 11.4244021040
16 6.6242719396
37 5.8662294477
185 5.7063978791
200 5.6547773813
204 4.7616382063
240 4.5560578912
1462 3.1261192972
3428 2.9954531180
4502 2.1582910771
5005 14.3540859512
evaluations raw_y
1 15.6066870666
2 7.6370485800
52 3.9369133041
62 2.6251941650
649 2.6813869307
789 2.7618661010
971 1.5575833493
5005 24.0967234360
evaluations raw_y
1 25.4657616748
2 20.3078180670
4 17.1927965965
5 12.3103518213
7 7.6952090908
16 5.4755297871
61 5.3535867699
114 4.7534358185
316 2.4666407257
3606 1.9680080173
5005 17.6809432499
evaluations raw_y
1 19.6723590152
3 14.0286664514
4 5.5288817058
15 5.4993842898
71 5.1764733050
219 4.2882395927
223 3.0859371820
2379 2.9812283420
2683 2.8600456164
4385 2.3978468701
5005 21.4931942088
evaluations raw_y
1 16.4632023144
4 9.7121374047
6 7.0167593626
8 6.0033572804
86 5.9175401278
101 4.4583433139
206 3.2607616462
769 2.4896393655
3369 2.2196587658
5005 20.4621240632
evaluations raw_y
1 14.3291273446
3 10.1925657591
4 6.5937849760
13 5.0373838031
15 4.0631296834
190 2.8634200939
889 3.3377364435
1261 3.2512532431
1781 2.5134436980
2391 2.4269282309
3673 2.3841836795
5005 20.8734407816
