evaluations raw_y
1 34.0278141600
2 21.4752054427
4 11.9346823000
7 3.5420110381
690 3.3456948955
2768 1.7044807983
5000 18.2542225030
evaluations raw_y
1 10.4931917990
7 7.2064335923
18 6.4925397499
22 5.8017684631
56 4.9712988877
109 4.6022580925
244 4.4993248159
673 3.1815768411
1385 2.2384773310
3967 1.8091736750
5000 17.1464650908
evaluations raw_y
1 12.9927161983
2 10.9646303774
13 6.6819129727
38 6.2002146463
59 4.9939443204
86 3.3276244105
306 3.0145621687
588 2.8767775026
2478 1.9748023062
4545 1.8361171936
5000 6.9863109263
evaluations raw_y
1 19.6461658521
3 13.3793321730
11 13.0601288109
14 5.9976606095
28 5.7808000820
29 4.8846217761
173 4.4850762673
204 4.0284753964
309 3.9466972483
388 3.8669012861
404 2.8412132086
861 2.8204947315
1271 2.7774972991
1409 2.6148114995
2769 2.3140274933
3846 1.0143007793
5000 11.2244693479
evaluations raw_y
1 6.9424520551
47 5.8871288881
98 5.2224307495
115 5.1516885020
222 3.7143137951
956 1.8992459805
5000 7.2466789643
evaluations raw_y
1 17.5381181076
2 11.7291312536
12 9.5262680513
27 5.0587980899
41 2.6884393656
1486 2.0985702436
1658 1.8637297778
5000 3.4302319862
evaluations raw_y
1 16.6850260923
2 16.0955544821
3 15.9788399988
4 10.2551835653
7 7.2289901940
16 5.2253477090
120 3.9567643778
123 3.2325769164
2108 3.2300821012
3808 2.8300222690
5000 11.7589930820
evaluations raw_y
1 23.3230381828
2 14.7909185326
4 11.8948968312
5 9.6859725128
6 7.9171573075
24 7.2244206845
42 5.4643500398
70 5.0410445015
83 4.8778346905
129 3.3579559743
530 3.2168814571
950 2.3633189778
4062 2.6272629137
5000 22.9338172897
evaluations raw_y
1 27.1480149816
2 9.3859156516
4 4.5199740718
17 6.2490562197
19 5.8473135029
27 5.8177920976
101 5.1353641046
113 4.6306723365
202 4.5996172138
227 3.7082018845
489 3.5278210822
565 3.2354038576
1131 2.8951970958
2539 1.8221167298
2676 1.5233339923
5000 18.9030990154
evaluations raw_y
1 11.5972721735
10 11.1215919689
11 10.3696916441
13 10.2086317108
17 6.3740683659
28 6.3234065674
32 6.2792989011
33 5.0438535302
164 4.2514668927
281 3.0176086018
421 2.7279789109
3486 1.1941262733
5000 22.9326870900
evaluations raw_y
1 20.4442101606
2 13.3986986024
3 12.6147420382
10 5.3767021733
21 3.7889742920
1319 2.3246734976
5000 10.2636841049
evaluations raw_y
1 7.0071934433
14 6.6108842183
35 6.0759981298
59 5.0365050417
61 4.0189868515
121 3.6507185553
370 2.8054036216
2891 1.7324400925
5000 19.8275510429
evaluations raw_y
1 9.5053921535
4 7.4408077180
9 7.1641151870
56 5.8410610158
73 4.1748954492
145 3.6297509271
371 2.1112671006
4354 2.3053060493
5000 19.5849733674
evaluations raw_y
1 14.4245226746
2 6.1103415495
26 5.2157015736
30 4.8154017744
151 3.7468906799
387 3.6954008837
485 2.6061416222
814 2.0121563118
5000 27.8119064239
evaluations raw_y
1 34.5194150617
2 23.8366024630
3 19.4113264342
5 15.1527820692
6 10.6597353071
11 9.0026701932
15 6.0345626784
40 4.1684496711
180 2.8214004536
3299 2.5720923076
5000 18.5716551798
evaluations raw_y
1 27.0245636522
3 15.4098401854
4 14.9665734410
7 12.7204059710
8 7.9014631844
13 4.3515987227
105 4.0520520704
513 2.8221723252
3454 2.5163504926
5000 23.0750680135
evaluations raw_y
1 23.6271510743
2 14.2354687504
6 12.4558780190
13 7.3454504255
39 6.6828623174
66 4.0622993652
222 3.3096461250
234 2.8316384861
1162 2.2027722860
1970 2.0543936584
3803 1.6989221209
5000 14.7743308079
evaluations raw_y
1 18.3339808727
2 9.0878108237
3 8.6202295187
11 6.1895594734
56 6.4899457820
65 5.1571747765
108 3.4593615877
224 3.1540449723
719 3.1560318091
1652 2.8765759161
1679 2.7030409327
3492 1.8856475852
5000 25.2703113153
evaluations raw_y
1 16.7983605400
2 13.4211057898
3 11.8154525212
4 7.6868948857
46 3.8087946846
92 1.6984491293
5000 30.5567638945
evaluations raw_y
1 10.7124886672
3 8.4052499531
6 6.7233994527
24 6.2560138949
45 5.8404536723
75 5.1217510992
83 4.4115228312
176 3.8830070343
376 2.9456518525
2773 1.3838001981
5000 12.5341441410
