evaluations raw_y
1 14.3522285444
3 10.2050958683
12 7.3585198271
13 6.2775941474
17 7.0718138412
39 5.8502073070
43 4.6291038997
51 2.0187245280
1082 1.6617458028
5000 12.7700541855
evaluations raw_y
1 17.0175030659
3 15.0391176853
5 8.1085639789
11 7.3499342551
21 5.8719908857
34 2.8964448893
3741 2.3172777086
3787 2.3031240171
3796 2.3019790070
3806 2.2785772789
3879 2.2717245685
4041 2.2611370419
4072 2.2579824598
4082 2.2518786351
4404 2.2509396665
4510 2.2506992831
4539 2.2499291436
4587 2.2492965939
4600 2.2490617887
4771 2.2489632049
4853 2.2487529171
4901 2.2485734175
5000 2.2491427118
evaluations raw_y
1 31.3560145928
2 18.6632800433
3 9.8679399566
7 7.6826680622
24 5.1446172774
48 4.5741646720
859 4.4461228076
1072 3.2609981859
1213 2.4926209137
2835 1.7961846292
4731 1.4133468065
4736 1.2548389729
4750 1.1665096095
4774 1.1090051241
4798 0.9522124602
4882 0.8970199120
4897 0.8435378837
4906 0.8212982273
4907 0.6584154653
4956 0.6447018254
4957 0.5616510382
4991 0.5474404116
5000 0.9470076713
evaluations raw_y
1 11.8471012242
8 11.1995206253
10 10.1011566640
17 9.2091517122
19 5.7873387414
103 4.4784248228
167 3.0367979053
1738 1.7126228514
3408 1.4417933344
3423 1.1986464716
3449 0.8021201741
3468 0.7667873867
3554 0.6959454289
3555 0.6665235573
3575 0.6189590388
3605 0.6048158159
3612 0.5509201443
3667 0.5334278528
3672 0.5018594869
3678 0.4529787449
3686 0.4342733457
3707 0.4151760660
3730 0.3940483271
3750 0.3683224044
3789 0.3676381195
3795 0.3572198014
3806 0.3502534423
3820 0.3466723558
3923 0.3453719146
3936 0.3411057143
3945 0.3368652646
3970 0.3347875609
3993 0.3274719111
4026 0.3251716906
4137 0.3249659130
4162 0.3236177491
4176 0.3229785313
4437 0.3226813341
4477 0.3226247497
4482 0.3222054941
4501 0.3221611116
4516 0.3213857465
4528 0.3212681973
4536 0.3209252638
4546 0.3201692532
4547 0.3185912635
4592 0.3183194262
4593 0.3182631747
4594 0.3162172793
4641 0.3144688060
4671 0.3143106757
4704 0.3135146037
4715 0.3133815758
4726 0.3127104601
4736 0.3123255330
4741 0.3121879562
4770 0.3120929359
4780 0.3119677185
4781 0.3111346246
4829 0.3105680505
4842 0.3105617918
4866 0.3105430533
4884 0.3104669920
4902 0.3099367722
4947 0.3095906657
4977 0.3094539179
4982 0.3088208679
5000 0.3096794087
evaluations raw_y
1 5.1804162975
415 4.0259928367
580 3.9558963941
1877 2.4781684224
2747 2.5206866653
2883 2.3497708197
4384 2.3006828885
4433 2.1632338230
4684 2.0540002302
4723 2.0221661806
4726 2.0098362810
4738 1.9351565831
4744 1.7477147997
4798 1.6757119799
4884 1.6694476362
4887 1.4830703498
4924 1.4807405900
4947 1.4805556881
4950 1.4587769763
5000 1.7802962131
evaluations raw_y
1 16.6354749666
2 6.2798419650
103 6.1486849563
155 3.5011452899
388 2.1430847925
4323 1.4598191242
4357 1.4760266285
4367 0.9734236131
4517 0.9815253303
4522 0.9792313775
4551 0.8696066550
4557 0.7978270063
4762 0.7501733088
4811 0.7438219450
4823 0.7356888226
4838 0.6889742501
4863 0.6862571119
4873 0.6796423452
4881 0.6584019366
4887 0.6304054185
4919 0.5973455466
4931 0.5920868931
4940 0.5784949016
4943 0.5721889129
4945 0.5373774201
4962 0.5016994394
5000 0.5961651931
evaluations raw_y
1 18.7581804471
2 15.3817375669
3 12.4257816451
14 5.0752862930
36 3.0719922230
153 3.1423255427
1441 2.8406388769
2928 2.8282493331
2938 2.4964800048
3084 2.4258215320
3184 2.3250615544
