evaluations raw_y
1 19.2857202337
2 15.5109076074
3 3.3959311724
69 2.9833928194
3201 3.0448037253
5000 2.4589142412
evaluations raw_y
1 11.0887627278
5 3.1806177239
606 2.7953150059
1708 2.6954655810
5000 0.9914387298
evaluations raw_y
1 19.7204968054
2 14.0075375507
4 11.4019885569
10 4.7457997912
37 1.3190814901
5000 2.7730232324
evaluations raw_y
1 21.8952692959
2 18.5980510724
3 15.4753279892
4 6.8655837469
36 5.7066965755
108 5.5354214147
130 5.4940952667
437 3.6604014820
639 3.1704830107
1328 2.5777649724
2089 2.3728466542
2714 2.3369672101
2744 2.1807793431
2758 2.1517730331
2845 2.1093522568
2857 2.1086474796
2992 2.1060213105
3008 2.0992227621
3011 2.0856575466
3019 2.0757151141
3038 2.0750851368
3050 2.0685234556
3063 2.0667173539
3111 2.0632829977
3132 2.0630353886
3143 2.0629651113
3165 2.0629243568
3191 2.0625972636
3207 2.0625023774
3214 2.0623494681
3228 2.0619988070
3247 2.0617274505
3256 2.0615940336
3270 2.0615614498
3348 2.0615576772
3404 2.0615335805
3432 2.0615106346
3438 2.0615082540
3458 2.0614878220
3479 2.0614667208
3494 2.0614450107
3503 2.0614357108
3531 2.0614211803
3544 2.0614153085
3545 2.0614000096
3558 2.0613308160
3565 2.0613238415
3570 2.0613183036
3580 2.0612960637
3606 2.0612920978
3616 2.0612837012
3642 2.0612792308
3645 2.0612775680
3651 2.0612757875
3662 2.0612725560
3677 2.0612722352
3685 2.0612706744
3707 2.0612697588
3709 2.0612694340
3763 2.0612677611
3764 2.0612662441
3767 2.0612643460
3808 2.0612636958
3819 2.0612634682
3875 2.0612630836
3878 2.0612629915
3881 2.0612626081
3894 2.0612624745
3895 2.0612608806
4052 2.0612606788
4067 2.0612603259
4085 2.0612597100
4100 2.0612592806
4116 2.0612590393
4124 2.0612589399
4135 2.0612588289
4137 2.0612587692
4142 2.0612585897
4163 2.0612583576
4228 2.0612581661
4277 2.0612581567
4278 2.0612581493
4279 2.0612581320
4282 2.0612581299
4286 2.0612581245
4291 2.0612581223
4293 2.0612580845
4367 2.0612580723
4375 2.0612580702
4376 2.0612580628
4382 2.0612580492
4398 2.0612580476
4401 2.0612580470
4405 2.0612580459
4407 2.0612580434
4418 2.0612580427
4426 2.0612580411
4431 2.0612580352
4441 2.0612580297
4467 2.0612580261
4478 2.0612580236
4486 2.0612580234
4542 2.0612580227
4549 2.0612580226
4555 2.0612580225
4561 2.0612580221
4572 2.0612580216
4574 2.0612580210
4582 2.0612580191
4592 2.0612580186
4607 2.0612580179
4620 2.0612580173
4622 2.0612580166
4645 2.0612580165
4655 2.0612580161
4668 2.0612580158
4673 2.0612580150
4684 2.0612580147
4685 2.0612580146
4700 2.0612580141
4701 2.0612580135
4705 2.0612580134
4723 2.0612580125
4737 2.0612580123
4757 2.0612580114
4790 2.0612580113
4799 2.0612580109
5000 2.0612580130
evaluations raw_y
1 10.9341146059
2 8.3526777342
15 4.3027039291
88 1.8833200360
3377 1.7812208829
5000 2.2087408048
evaluations raw_y
1 11.6963814437
2 11.6468440291
3 8.1397635812
4 7.5765395852
10 6.2012761020
68 5.7405992143
180 4.6343660547
200 3.2764832686
212 3.3968450144
2045 3.2770548284
2085 2.9444785215
2500 2.6777592016
4798 2.4137928947
5000 15.1194778188
evaluations raw_y
1 14.4553539155
7 12.2350182462
11 11.2791464311
12 8.0827749198
16 8.0553799797
17 5.7891588360
97 5.4229679826
137 3.7140500405
155 2.4921860469
5000 1.4516810026
evaluations raw_y
1 17.8996900746
2 16.3988908482
4 15.2353017999
5 9.2048998861
10 6.8491808974
29 6.5627509035
32 4.7798385559
59 4.0505403029
248 3.4550552478
688 3.1012110283
877 3.4048121065
934 2.2694545993
963 2.2104632326
1163 2.1316215132
1172 1.4227405571
1262 1.4029570456
1312 1.3906280355
1313 1.3872134341
1323 1.3734701644
1328 1.3654351125
1334 1.3562958102
1337 1.3319861283
5000 1.3329723281
evaluations raw_y
1 6.6924522372
193 4.4333711971
271 4.7913999903
296 4.5620872994
357 4.4610365098
359 2.4638306735
5000 1.9516776974
evaluations raw_y
1 6.3716786034
47 6.3355302395
123 5.8650784509
196 2.9626885714
953 2.8915325515
1212 3.6005494446
1219 3.2098240969
1221 3.1445299053
1246 2.4079555190
1299 1.9508711395
1304 1.6677026967
1307 1.5308848494
1381 1.4719114218
1396 1.2368405066
1410 0.9664518107
1422 0.8274684244
1511 0.8101184555
1513 0.7035996824
1521 0.6179132074
1524 0.5678252086
1526 0.5659009597
1791 0.5529802970
1816 0.5494969290
1822 0.5456276136
1823 0.5359667680
1837 0.5355175817
1863 0.5022355869
1953 0.4990160317
1994 0.4937310625
2008 0.4863211394
2016 0.4861669420
2036 0.4776950383
2198 0.4771087731
2214 0.4765803661
2231 0.4764497957
2234 0.4752443998
2253 0.4748961349
2260 0.4744659928
2264 0.4741173906
2277 0.4740425645
2462 0.4739403584
2490 0.4738545280
2544 0.4738444810
2553 0.4738391050
2565 0.4738378144
2571 0.4738076778
2622 0.4737769824
2627 0.4737694114
2649 0.4737248763
2651 0.4737152930
2668 0.4737083608
2673 0.4736893974
2691 0.4736777990
2713 0.4736530249
2729 0.4736407186
2739 0.4736404766
2740 0.4736347182
2742 0.4736163323
2757 0.4736091303
2762 0.4736040973
2766 0.4735872263
2774 0.4735625245
2777 0.4735465216
2805 0.4734617063
2842 0.4733617782
2852 0.4733336304
2855 0.4733257176
2866 0.4732815152
2872 0.4732450524
2887 0.4732299450
2897 0.4730159866
2920 0.4730155466
2921 0.4729384942
2925 0.4728598034
2957 0.4728162566
2996 0.4728109718
3052 0.4728091280
3081 0.4728076534
3116 0.4727943792
3118 0.4727717803
3144 0.4727648664
3171 0.4727641066
3173 0.4727549595
3380 0.4727524509
3435 0.4727513344
3472 0.4727467490
3500 0.4727441695
3509 0.4727416340
3568 0.4727380997
3669 0.4727381458
3673 0.4727369932
3682 0.4727363177
3704 0.4727357752
3711 0.4727354540
3739 0.4727353151
3748 0.4727350420
3752 0.4727349203
3761 0.4727348469
3795 0.4727342885
3808 0.4727342577
3817 0.4727335868
3840 0.4727333890
3842 0.4727333709
3888 0.4727333323
3895 0.4727332828
3898 0.4727327852
3905 0.4727327647
3934 0.4727324514
