evaluations raw_y
1 10.5936112134
4 6.8812343423
5000 0.0000000000
evaluations raw_y
1 21.1825689736
3 6.3450970357
5000 0.0000000000
evaluations raw_y
1 11.3819816455
2 8.8397334436
5000 0.0000000000
evaluations raw_y
1 10.7574885024
4 6.2919168539
8 5.9437320873
5000 0.2929767889
evaluations raw_y
1 3.3655015141
5000 0.4226614243
evaluations raw_y
1 20.7026590353
4 13.6951083928
6 9.9692770943
5000 0.1253717605
evaluations raw_y
1 20.1493736908
2 16.2194103268
3 15.3253826291
7 12.5136536220
8 10.0028155882
5000 0.3605029368
evaluations raw_y
1 21.4371104862
4 9.0131765578
6 13.6429242043
12 10.5327618026
13 4.5956159717
5000 0.0000000000
evaluations raw_y
1 16.7948734368
2 8.3190240577
18 7.2199154090
5000 0.0000000000
evaluations raw_y
1 15.4139365698
2 7.3920373957
5000 18.6088579703
evaluations raw_y
1 21.2727327799
2 15.7654999715
5 9.1417212979
5000 0.0000000000
evaluations raw_y
1 8.4357228720
5000 0.0000000000
evaluations raw_y
1 20.0051747176
2 19.7919743909
4 17.3127715441
5 11.2833454432
5000 0.0000000000
evaluations raw_y
1 14.4261129186
2 9.6031852757
5000 0.0000000000
evaluations raw_y
1 13.4744447396
2 8.4570462603
6 5.8122026025
7 5.4120017880
5000 0.0000000000
evaluations raw_y
1 27.5565178226
2 24.2200342450
5 2.2536674304
5000 0.0000000000
evaluations raw_y
1 6.4301151505
5000 0.0000000000
evaluations raw_y
1 6.7051123651
12 5.2477025685
5000 0.0000000000
evaluations raw_y
1 9.8207521286
5 10.1504546664
8 7.5053243155
5000 16.0780572505
evaluations raw_y
1 7.9440074712
11 2.5143922869
5000 0.0000000000
