evaluations raw_y
1 12.1824286111
2 8.3509478267
8 7.0294570766
34 5.5491225581
59 5.1145474313
143 3.1508383045
273 3.0277885621
367 2.3608196777
524 2.2868217692
3743 1.4798827276
3976 1.1447501010
4319 1.0564411782
4451 1.0521252402
4596 1.0515720756
4631 1.0454754758
4893 1.0440028671
4924 1.0287620285
4956 0.9964176309
5000 1.2630404524
evaluations raw_y
1 14.6301590017
3 13.2455457912
5 5.3515704596
42 4.1366092097
126 3.2885609960
235 2.8391775795
571 2.5816200654
935 1.7300125755
5000 0.7854502903
evaluations raw_y
1 12.4901636751
3 12.3915223454
10 7.1159502880
38 5.3462089637
391 4.9582968984
402 3.3645125818
898 2.1755630755
2111 2.6334780396
5000 10.9023330655
evaluations raw_y
1 12.1505854162
2 10.6028040227
7 9.7468946137
14 8.2588747970
24 7.6082815439
60 5.3183415831
133 2.3532611943
586 1.8578808634
5000 31.1786292461
evaluations raw_y
1 5.5436764458
89 4.1108184563
192 3.6896691621
201 2.6017972989
654 2.5989828959
1606 2.0340734217
5000 12.4301407678
evaluations raw_y
1 9.1730186881
12 4.0963989835
42 4.0767673689
718 3.4051815164
1078 3.5171039354
1401 2.0241877439
5000 16.3269986627
evaluations raw_y
1 29.8040657395
2 28.7982539331
3 21.6859616411
5 17.1701852327
8 13.7962317425
13 9.0068330213
17 6.4026668021
25 4.6092900278
37 4.3185349070
111 2.7377307950
3280 1.6863936000
4592 1.4868021100
5000 5.1552164094
evaluations raw_y
1 11.4519500542
2 9.1246248601
5 6.4854391217
73 6.1849396639
335 4.8287265583
385 3.7542743695
527 3.5551112007
885 3.4714267285
1174 2.4996379168
4827 1.9430932487
5000 11.4592659277
evaluations raw_y
1 16.2932430623
2 11.3780593796
4 9.5494321310
31 7.0021417254
33 4.8062776180
247 5.1912717725
407 4.9599423481
736 4.3936127397
3749 2.9142320597
4671 2.6193174599
4786 1.5441745135
4959 1.3022219735
4965 0.9889355228
5000 13.2676872448
evaluations raw_y
1 15.1405895359
4 14.3527790649
6 10.3681961276
21 9.6726890351
22 6.7078994699
36 6.6070540226
153 5.8586962299
263 3.6462461715
329 4.1900595659
992 3.9426723731
995 3.4393264616
1968 2.5724750795
5000 14.8627240273
evaluations raw_y
1 25.2262399836
2 6.8607714090
23 6.2610830845
29 5.9646893070
94 5.8484763170
131 5.5381078850
207 5.3643424014
228 4.1775254629
1465 3.6508731129
2913 2.8959063547
3278 2.7935266631
3281 2.6438205951
3782 2.3031410753
5000 6.1610292974
evaluations raw_y
1 15.7294268133
3 9.8316855455
6 5.0873992836
171 4.6371031353
212 4.3292069178
296 3.6290523242
344 2.8887580241
1558 2.5431850616
5000 26.4165228736
evaluations raw_y
1 14.4392260675
2 12.3141361684
16 12.3346475636
17 10.3202819934
33 9.7101329001
38 9.0881335624
53 8.3000126807
57 5.6520725651
69 3.6053820217
231 2.5157720592
2597 2.1292146338
5000 32.0975654985
evaluations raw_y
1 25.4120506498
2 17.7352959246
3 13.7307246152
5 11.5857293092
7 6.7999777478
9 4.0124451213
224 2.9815057181
1297 2.7506473638
1729 1.6944436637
2594 1.6141172065
2756 1.6120500403
2771 1.4570080342
2779 1.2262598520
2804 1.1077430744
2836 0.9645091878
2855 0.8196071008
2857 0.8076502363
3132 0.6467452464
3365 0.5398376584
3486 0.5001220361
4229 0.4721625966
4771 0.4563267904
4829 0.4328794225
4914 0.4004901028
4925 0.4000735614
5000 0.4268864724
evaluations raw_y
1 21.4917138999
2 10.8530298880
11 5.7219714495
31 3.4398223354
391 3.1115047988
595 2.5867126306
3013 2.5317860504
3298 2.4650565739
5000 25.0927115603
evaluations raw_y
1 7.0837723855
86 3.4058505754
354 2.3789862532
5000 9.4299172245
evaluations raw_y
1 17.5907647052
3 17.1223836106
4 15.5943055718
5 13.4382763049
7 7.4715736571
19 5.4866482326
38 3.9711546910
3098 2.6545578779
5000 13.7599572723
evaluations raw_y
1 11.0178238271
8 6.5362579889
9 4.9769279611
407 4.5612718672
521 3.7220974265
530 3.3832186997
970 2.5952298371
1589 2.3252549729
2266 1.9595502384
5000 15.5723697551
evaluations raw_y
1 15.1831643005
5 12.8943818053
7 10.8681961159
12 6.8928127950
18 5.9165309766
46 5.6635219786
55 2.3171215417
5000 16.4761631870
evaluations raw_y
1 9.3640763277
4 7.0244812271
8 5.9898969977
17 4.6477776355
77 4.4665888613
96 4.4324492801
270 3.9679284478
360 2.7048241504
444 3.0892754188
603 2.1807110868
5000 9.7490223206
