evaluations raw_y
1 18.0285604257
2 17.1225829026
3 9.1245158550
4 9.0323728887
28 6.8104522565
118 4.8336542789
5000 15.5755380257
evaluations raw_y
1 8.4080414985
15 7.8578180761
20 4.8805008736
26 4.7840960754
86 3.3478208819
106 3.3314207765
5000 13.5137705700
evaluations raw_y
1 13.7413293526
2 12.4181818164
9 9.4813308026
12 5.5900076348
32 5.3076937134
45 2.9072885677
5000 3.4583214231
evaluations raw_y
1 15.8933543541
4 14.4418943265
7 6.9068470125
35 3.1785660497
5000 16.2208062436
evaluations raw_y
1 20.1515219806
2 19.7028543972
3 11.9774272059
4 7.4599008485
10 4.0466781072
5000 40.5547811749
evaluations raw_y
1 20.7285498076
2 15.9549102102
4 14.0361565477
9 11.8551750192
13 7.4060967723
22 7.2581228705
35 2.7882945966
5000 17.2191282916
evaluations raw_y
1 14.8336740043
2 8.1928991557
4 6.8694037227
15 5.8469958950
5000 8.7174608551
evaluations raw_y
1 25.5062986237
2 21.4375064869
5 12.1029995050
7 7.6852993220
10 3.4299426531
5000 22.0140852044
evaluations raw_y
1 10.2113581646
6 9.5762871552
25 8.6619509131
83 4.2665008083
5000 15.6170482701
evaluations raw_y
1 19.1987311195
2 11.3688760584
3 3.3155519661
5000 8.6979646726
evaluations raw_y
1 19.7664561566
2 10.6760445793
4 8.0795433815
15 4.4796030069
218 1.8433946317
5000 24.4457659385
evaluations raw_y
1 8.5127858218
8 5.3804551399
20 6.0091394095
5000 6.6641349788
evaluations raw_y
1 16.9755714337
2 15.9091721415
3 15.3245906797
5 14.0571835508
6 12.1141978124
10 6.3775001975
93 3.0557426598
5000 27.8100303983
evaluations raw_y
1 20.6006615301
2 16.2393132349
6 7.5874740936
7 5.2237228929
9 5.3889435973
47 4.9338695799
5000 14.0890950735
evaluations raw_y
1 7.9808912475
2 7.3992299665
11 6.0721663050
49 4.0828634621
5000 22.2881249757
evaluations raw_y
1 20.4863052367
2 16.4664604179
4 13.9601951954
5 7.8499507391
17 6.8737596344
24 4.9638908314
83 3.3350691849
5000 19.9915175859
evaluations raw_y
1 25.9202780379
2 12.2812663053
5 5.6876520747
8 4.2728090315
5000 17.0479860695
evaluations raw_y
1 7.7988867186
26 5.4738098259
64 2.3198136543
5000 19.7201696835
evaluations raw_y
1 18.2526285995
2 10.2319401242
13 6.8650256036
25 4.3071885511
52 3.1705584452
5000 13.4485229956
evaluations raw_y
1 7.5600801103
8 3.9442379711
5000 10.9645700111
