evaluations raw_y
1 25.1289829053
2 18.7496194720
4 9.0257742186
5000 19.1264243655
evaluations raw_y
1 14.9629208543
2 10.2239030253
3 6.4315279245
5000 0.0000000000
evaluations raw_y
1 20.6554342905
2 12.8829122191
4 6.2197238205
5000 3.7834774860
evaluations raw_y
1 30.0301165751
2 21.9837122666
3 20.8367161754
5 8.4626967331
5000 0.0000000000
evaluations raw_y
1 34.2706254270
2 18.0569508710
4 15.0946471434
5 6.3423628564
5000 0.0000000000
evaluations raw_y
1 20.4780888552
2 14.9266160165
3 11.1655987251
5000 0.0000000000
evaluations raw_y
1 22.0637177464
2 12.5362164148
4 8.0848975444
5000 0.0000000000
evaluations raw_y
1 7.1504983813
2 6.7713011066
3 6.5053023893
5000 0.0000000000
evaluations raw_y
1 13.8075410626
2 12.7650354547
5 11.2394160733
9 9.6082023033
5000 0.0000000000
evaluations raw_y
1 18.4302293010
2 6.0742786216
5000 0.0000000000
evaluations raw_y
1 14.7083667960
3 12.8652737931
6 6.1866228951
5000 0.0000000000
evaluations raw_y
1 23.0963199436
2 6.2673419225
5000 0.0000000000
evaluations raw_y
1 26.6660486184
2 13.8497957315
6 6.5735846312
5000 0.0000000000
evaluations raw_y
1 23.8865342357
5000 0.0000000000
evaluations raw_y
1 22.8746382439
2 10.4411461217
5000 0.0000000000
evaluations raw_y
1 23.2870964183
2 11.7299687733
3 12.4301377161
5 10.4771474925
22 6.9202396282
5000 0.0608975844
evaluations raw_y
1 11.1004605911
5000 0.0000000000
evaluations raw_y
1 10.0340214416
5000 0.0000000000
evaluations raw_y
1 26.7061376332
2 6.1488216262
5 5.1943486747
5000 0.0000000000
evaluations raw_y
1 11.6833095886
9 7.9987771362
5000 0.0000000000
