evaluations raw_y
1 9.8313090206
5 5.0797313600
69 5.0676197514
74 5.6819432615
82 3.7063229686
755 3.5238234160
998 2.2976118595
5000 34.5309796165
evaluations raw_y
1 22.0983342965
2 18.6518318967
3 8.3778558457
13 6.2242890410
47 4.4766700947
183 3.6651268604
908 2.4607996742
2809 2.3325797952
4050 2.0110236687
4987 1.8923722213
5000 5.5762198991
evaluations raw_y
1 15.8272817086
3 8.3130442953
5 7.3351401467
59 6.1740338056
66 5.7302309198
93 5.6916436892
99 5.2570741216
113 5.0880814399
232 5.0081112473
343 4.9214737795
635 4.5335506511
656 2.1891011496
928 2.7230998452
3753 2.2764878473
4657 1.7491146323
4671 1.1697763442
4722 0.8870192262
4772 0.6867736188
5000 1.2226616745
evaluations raw_y
1 18.9572297093
2 12.9604094694
3 8.6996687028
7 8.2487338303
14 4.4019390772
32 4.3029423596
139 4.1103759185
359 3.1777052819
499 3.0787668172
1219 2.7708193913
2053 2.7001084646
2916 2.4826727889
4096 2.1412926634
5000 37.2243713349
evaluations raw_y
1 14.2870097879
6 7.6487932906
30 6.1617715730
42 6.2128758173
97 4.9225974638
104 2.8932859540
932 2.8219023171
4234 2.3073260536
5000 8.4868331298
evaluations raw_y
1 18.9762067034
3 11.5996151673
5 7.1803665685
11 6.6560831946
31 3.9298368677
36 3.7837181562
47 3.1503900637
3540 3.0543225370
4344 3.0160159090
4416 2.7077710094
5000 13.9892915284
evaluations raw_y
1 17.0135428221
3 12.3880598817
5 6.6810239205
11 5.1841865407
69 4.0334322270
94 3.6429176557
383 2.9578643895
1046 2.8555149257
3318 2.4192977229
5000 23.2414882107
evaluations raw_y
1 13.6776489364
3 10.3563507317
6 9.7144477843
9 8.4752503656
33 5.7650154729
96 4.5798889215
172 4.7143665167
208 4.6446083094
449 4.6320050920
604 3.4776557908
2004 2.5012810899
4014 1.8543091778
4708 1.3371360023
5000 9.5731338937
evaluations raw_y
1 16.1262010737
3 11.1235604842
7 11.0336069883
8 10.7982032640
10 8.5381834996
14 3.9116491325
98 3.6672056179
4161 1.8640313362
4872 1.9165121175
5000 15.6747620956
evaluations raw_y
1 24.7336229060
2 4.9341689953
42 4.8750008591
53 4.4344592141
194 3.3709921615
874 3.0747677883
1248 2.3705730614
1550 2.1052233416
5000 19.4473581714
evaluations raw_y
1 9.2783681194
3 14.9824388962
6 8.1856241010
11 5.1437463181
45 4.0062167530
132 2.0412251645
1434 1.9203094646
4251 1.7996284293
5000 25.2145200812
evaluations raw_y
1 7.4791354870
2 8.7550231630
23 6.1189353509
33 4.4661461790
61 2.4355582160
3181 2.1703197166
3202 2.0819164697
3206 2.0482134985
3217 1.9511102350
3257 1.7480597215
3267 1.7438685370
3332 1.5102307609
3358 1.4731228305
3397 1.3950174113
3409 1.3445630918
3415 1.2560332998
3448 1.0826097277
3452 0.9207097807
3600 0.8475922172
3777 0.8317337731
3785 0.8202977637
3843 0.7333388297
3919 0.7172994008
3951 0.6823568955
4002 0.6333772584
4077 0.6296972172
4079 0.6217840422
4181 0.6191369633
4200 0.6164111614
4236 0.6032272223
4251 0.6021365265
4423 0.5956721785
4488 0.5953919101
4581 0.5919152022
4783 0.5898825447
4801 0.5882346814
4829 0.5822950432
4922 0.5810659854
5000 0.5978923300
evaluations raw_y
1 17.7943143411
3 13.0718382196
6 4.3551374542
8 3.6514433004
331 2.0151648588
5000 10.6151590739
evaluations raw_y
1 19.0758043188
2 8.5150063350
11 5.4848537734
48 4.4558751875
50 3.6411339018
321 3.4255654187
1768 3.2634136383
1904 3.1110307966
3209 2.8547874400
4131 2.8457658327
4675 2.3407348596
4774 2.0865005604
5000 10.8075234090
evaluations raw_y
1 19.9693979756
3 12.4148796089
6 6.3374649751
94 5.5198163292
104 4.9490164594
151 2.2506477557
396 3.8512385640
1687 2.8447562967
2083 2.1910729417
5000 9.5283392790
evaluations raw_y
1 15.1661644536
2 5.3148455414
69 2.9582798946
324 2.5424926677
2262 2.1029699721
2946 2.1024273238
5000 14.3196652436
evaluations raw_y
1 19.5069258176
2 9.1649222495
7 8.9078254739
14 7.2631875799
24 5.7694625334
27 5.3611543568
58 4.2399313013
76 3.8661991851
851 3.8173119968
898 3.4569732669
991 2.8186840073
3828 2.0129647047
4168 1.7414337339
5000 17.4267924659
evaluations raw_y
1 6.8583747472
15 6.2178452531
38 5.1909260607
89 4.7472481589
353 3.0034468114
1625 2.9316750869
2990 2.7989194643
3582 1.3727115639
5000 17.4599384544
evaluations raw_y
1 13.2354399471
2 4.3681257726
27 3.0348746266
432 2.6835371721
1085 2.7843906166
3346 2.2483376804
5000 11.1626608430
evaluations raw_y
1 12.9847940133
3 6.8479219184
5 7.2383926847
6 6.0484783592
102 5.8165303783
113 3.2500181556
1868 2.0984574128
5000 12.5921435583
