evaluations raw_y
1 9.8958308545
13 9.7763765781
20 4.2611482313
155 3.8317787621
210 3.7559749779
291 2.5149399239
2012 1.7708739695
5000 11.0484211674
evaluations raw_y
1 9.7241178586
4 11.5594268748
8 7.4864581066
15 5.7016302169
21 4.5738443958
177 4.2991386050
183 3.5052228354
2137 1.4573176276
2437 2.4467387838
2548 2.3061289075
5000 16.4583399621
evaluations raw_y
1 20.8298425481
4 18.7284516452
5 8.3186370261
6 6.2246727576
50 5.2139349215
74 4.4256463416
189 3.6758771679
669 3.5747622332
782 1.9555201725
5000 21.1672282582
evaluations raw_y
1 15.9751210867
4 12.0521391593
6 9.5634417229
12 7.8243049457
22 7.0900259154
23 4.1900448905
225 3.3995752071
815 3.3762845905
3400 3.2984797544
3962 2.8647755258
4609 1.3624390413
5000 26.9985972689
evaluations raw_y
1 4.4890590048
53 4.4378326034
191 4.3836569165
259 3.7553512059
473 1.4090529342
5000 13.0517652428
evaluations raw_y
1 16.0710367981
2 5.3015138508
4 4.8898688566
47 4.5046302412
110 3.9887039151
146 3.8842938059
274 2.9576596248
622 2.4644137947
1860 2.0512123630
2538 1.7773636967
4055 1.2930324747
4466 1.2143781444
4621 1.1055634008
4721 1.0761314027
4723 0.8825790879
4822 0.8459740956
4824 0.6993208619
5000 1.2558581837
evaluations raw_y
1 12.1715516119
3 6.2677785997
4 5.7769043939
16 5.6128059929
27 5.2675000577
45 5.1345504936
176 3.8748760705
295 2.4948377519
3094 1.8317956382
4455 1.7402560298
5000 10.3669614273
evaluations raw_y
1 18.6319457983
2 16.9745772056
6 11.1183614948
10 6.9119245294
42 5.6336461689
174 2.7435209059
185 2.6360410540
3250 1.6970657177
5000 13.3718171930
evaluations raw_y
1 34.3813072702
2 20.9223606326
3 11.6634864665
4 11.0239406006
15 10.7637236077
16 9.5860546608
26 9.0174613612
32 6.7991425508
38 2.4779413432
1508 2.3423952010
3591 2.1483568739
4184 1.7313743570
4225 1.3817533041
4341 1.0633891836
4854 0.9123926490
4856 0.8766008537
4965 0.7805870162
5000 1.0226214546
evaluations raw_y
1 17.3790641429
2 9.7660621820
9 6.8131737714
18 2.9024055970
1026 2.2877488413
2140 1.9967782259
5000 16.8430337847
evaluations raw_y
1 14.9506342012
2 13.9905789493
3 12.8189756897
4 2.9892473974
130 2.8290304204
1535 2.7411850762
5000 21.4741595748
evaluations raw_y
1 7.4648170601
7 5.7093755590
187 5.0539624601
202 3.8447175207
1309 3.1317917973
2658 2.7510332179
2929 2.0908342012
5000 8.6991503099
evaluations raw_y
1 13.4514018582
5 6.9928881144
13 5.3699763507
107 5.1618156219
204 4.6122640689
238 4.1999231672
462 3.2446219409
1268 3.2010273857
1798 1.9567348144
4597 1.6120294336
5000 12.3772243098
evaluations raw_y
1 10.6469054562
4 10.3175344327
14 7.6178164588
28 7.7279222346
60 3.1744663537
98 3.5459060656
100 2.9140915493
309 2.9464672645
633 2.8127654953
1878 2.2649357772
3935 2.5504899845
5000 23.9954272144
evaluations raw_y
1 10.7963091175
4 3.3904052459
199 3.3922096026
1970 3.1992811753
3957 3.0491320663
4002 2.3544362360
5000 31.9568517967
evaluations raw_y
1 7.5617703038
2 6.9653557627
10 3.1490739450
584 2.8415594006
1711 2.0195068524
4416 1.5519446978
4479 1.5045017259
4525 0.8899473771
5000 3.8374931196
evaluations raw_y
1 8.6753706025
2 8.2329811883
5 8.0092065869
19 7.5627070890
32 2.9139371496
63 2.5163299054
123 1.9432834404
3090 1.8451579759
3168 1.7726916870
3248 1.1094919523
3251 1.0309415560
3295 1.0167886511
3328 0.9750732659
3418 0.8068742719
3464 0.7330408491
3525 0.5912411970
3807 0.4289306094
4304 0.3907310358
4387 0.3614449023
4506 0.3306223810
4538 0.3201911984
4577 0.3188873539
4652 0.3136164562
4724 0.3092953129
4756 0.3028197602
4764 0.3026883930
4769 0.2789486280
4842 0.2724980024
4904 0.2674366307
5000 0.3413261290
evaluations raw_y
1 6.6239192782
3 3.3601316984
351 3.2702504989
1449 2.9564989549
2363 2.4592275948
5000 14.4462766449
evaluations raw_y
1 16.1814921887
2 12.7100536590
4 9.0332940972
5 8.3046517496
8 7.2011688380
24 6.0110000750
40 5.7014038462
57 3.8573540818
116 3.4538227590
166 3.3490339941
971 2.9346523188
1186 1.4029204469
3089 1.3021422542
5000 8.7566711891
evaluations raw_y
1 13.7948433143
2 11.2420234064
22 9.4862022577
24 8.6549003611
33 7.7387300775
44 6.6639792055
94 6.3505510405
99 3.5454156628
207 2.2798105255
2558 2.0807364497
5000 21.0511578983
