evaluations raw_y
1 7.7847362141
2 6.1877162701
5000 0.1103664926
evaluations raw_y
1 22.5114052286
2 14.3114608023
3 13.2859372453
6 5.1103573450
13 3.4939760471
5000 21.0092231023
evaluations raw_y
1 22.4382290409
2 9.7133481127
3 6.7314557247
5000 0.0000000000
evaluations raw_y
1 9.6520762340
3 8.3938189070
5000 0.0000000000
evaluations raw_y
1 8.6933062713
5000 0.0000000000
evaluations raw_y
1 7.9408695622
5000 0.0000000000
evaluations raw_y
1 21.4760051069
2 6.2355805884
5000 0.0000000000
evaluations raw_y
1 10.3658778638
3 9.0306019379
5000 0.0000000000
evaluations raw_y
1 28.1025279587
3 13.0541695523
6 12.7152182989
5000 0.0000000000
evaluations raw_y
1 13.5802821580
7 10.5060726096
8 9.5888100893
10 10.2074656645
12 7.4460688188
18 5.7651979983
19 3.9990236200
5000 0.0000000000
evaluations raw_y
1 23.7789904346
2 9.3090448199
12 9.1256207703
16 5.6110772024
5000 0.0000000000
evaluations raw_y
1 20.6800767654
2 13.2845290677
10 5.0848203238
5000 19.6627843386
evaluations raw_y
1 15.7821136106
2 5.0199040167
5000 0.0000000000
evaluations raw_y
1 22.4244349664
2 17.1551630914
3 3.2305265043
5000 0.0000000000
evaluations raw_y
1 17.7294182504
3 9.0774223354
5000 0.0000000000
evaluations raw_y
1 15.1467006356
2 12.4919958736
5000 15.3267943259
evaluations raw_y
1 23.1026938172
3 14.1527069926
7 13.3213188134
20 9.3994672795
21 7.3023539169
5000 0.0000000000
evaluations raw_y
1 20.6744706123
3 17.5425658734
4 17.2058165201
5 10.6591310075
5000 0.0000000000
evaluations raw_y
1 6.1593021024
2 1.8217006168
5000 0.0000000000
evaluations raw_y
1 14.8356855861
5000 0.0000000000
