evaluations raw_y
1 12.2751948540
6 9.2268922860
10 8.1329178836
14 7.4598399155
19 5.5576852647
22 4.8266438278
105 4.3758542291
129 2.9263022489
133 1.9596323774
538 2.3859120357
2412 2.3744499060
3359 2.1114038713
3758 1.4350567033
5000 14.6583990027
evaluations raw_y
1 14.1396662764
2 11.6039349047
7 6.4917767833
26 6.1109687738
56 5.1839782914
65 4.2629337161
113 3.5885180248
549 2.9197501470
1181 2.4443478676
2761 1.8076416846
5000 17.5710282552
evaluations raw_y
1 18.6898336397
2 10.5017059744
9 9.9246643811
16 7.0055357068
22 5.9737823549
65 2.7033155563
112 2.0948903866
5000 17.1165874398
evaluations raw_y
1 26.9146635292
3 21.3370215129
5 14.9105161543
7 14.4392561891
8 4.2165974056
273 4.0889023297
464 3.2292833787
1925 2.7177342756
3102 1.4636181308
5000 20.4030437865
evaluations raw_y
1 15.0428199511
5 12.3657755255
6 7.5206139331
18 2.9858460629
33 2.1996234576
1925 1.4411104549
5000 11.2832491303
evaluations raw_y
1 12.9104522666
2 7.2209094606
7 3.3354473593
1480 2.9313396566
1691 2.8309290686
3086 2.4994048331
3559 2.3950676526
3715 2.0816364447
3930 1.9678977640
3956 1.7561907403
4090 1.6579400921
4290 1.5764478643
4386 1.3247182180
4422 1.2861534098
4543 1.0784228577
4649 1.0618495982
4660 0.9282427285
4662 0.7722890635
4785 0.7438276735
4870 0.7293887880
4956 0.7064692504
5000 0.7626095731
evaluations raw_y
1 21.6824664092
2 29.0742091255
3 20.4203298838
4 10.1524440470
5 8.2372514930
6 6.1265859049
42 3.8433387912
74 2.9468066062
3040 1.0781090897
5000 9.2631828953
evaluations raw_y
1 29.0665550947
2 17.5141470867
3 12.9557784576
6 6.5084837178
52 5.4522556301
75 3.7922464254
757 3.7153905527
1713 2.7386000611
2022 2.5045461346
4493 2.1111568571
5000 19.5006751323
evaluations raw_y
1 15.1501331563
3 11.1216497316
5 6.6827760450
13 6.2997574665
22 4.6264401920
25 3.6707129854
53 3.1051926351
941 2.0693412450
5000 8.2562765337
evaluations raw_y
1 13.8705926209
2 13.5187179886
3 6.8809607361
5 7.0478498728
13 4.1809422811
180 3.1149819174
2089 2.6281077496
5000 13.9175168875
evaluations raw_y
1 19.6731773675
3 14.1388149941
6 17.2790994526
7 17.1801043134
9 14.6059107740
10 8.1396487340
40 7.6409729657
48 6.4928911867
64 5.8140508090
169 5.6853924740
228 3.4056295136
254 2.8824275044
900 2.3592222787
3717 1.9282847497
5000 18.7114568272
evaluations raw_y
1 17.7267409654
3 9.0205818928
10 9.3063034705
12 9.1077945905
20 7.1375398239
35 5.7002901666
71 5.5672100182
84 5.2721227807
93 3.1851196992
251 2.1972959790
527 2.0985416173
2167 1.9691136733
2498 1.8364849789
5000 10.4876021751
evaluations raw_y
1 5.6947009879
13 4.6262028008
32 4.2908439766
127 3.1928488035
295 2.1751224547
4851 2.0612344714
5000 30.6791882061
evaluations raw_y
1 18.7728781197
2 12.9180093483
4 5.9811922175
182 4.7870179646
193 4.4807841471
296 3.1785290820
454 2.8245019955
2752 2.7973232584
3461 1.6004229718
5000 5.7705410967
evaluations raw_y
1 11.6641501144
4 11.4363036392
5 4.4424786231
151 2.5964097090
5000 10.3875688709
evaluations raw_y
1 17.0793239342
2 11.2248184630
4 9.5155242194
5 6.4484225983
28 6.0995217945
57 4.9184649034
228 4.3893248415
439 3.3348547008
2087 2.5406933789
2720 2.2693465719
4218 1.8582319138
5000 17.5185420256
evaluations raw_y
1 19.0415289152
2 8.4361894598
12 6.4995425829
29 6.1522594196
49 4.6637045953
129 3.1697563531
656 2.7594916639
2284 2.5539147127
5000 11.1966409824
evaluations raw_y
1 13.3504453929
3 4.5507642394
57 3.8875297955
103 3.4998958017
646 2.2194363919
3444 2.1426766847
4137 1.5741715981
4577 1.3590029497
4606 1.3206019635
4641 1.1957571594
4668 1.1184574182
4766 1.0600133525
4883 1.0281084599
4905 0.9258600090
4962 0.8328854439
5000 2.1122653718
evaluations raw_y
1 17.7829933040
4 9.9291755730
6 7.9629318059
25 7.3687479035
49 4.2191218424
278 3.0810986129
541 2.7878180444
756 2.6943584530
1623 2.2350828149
4635 1.9319926491
5000 12.3157141513
evaluations raw_y
1 10.4451328766
2 5.6758913098
24 4.8597930313
45 3.9365220131
164 3.5890793508
735 2.2864412526
1321 1.9984133426
3888 1.3965939141
5000 29.3677411741
