evaluations raw_y
1 11.4957347167
3 6.9574122950
11 5.1917904438
23 3.0979545370
2752 2.5050919747
5000 25.0059705723
evaluations raw_y
1 16.3714458249
3 5.1379478272
41 5.2273016303
58 4.4188556235
67 3.1352014604
1434 2.4267337282
1988 2.0870414251
5000 16.0897286606
evaluations raw_y
1 17.5290342591
2 16.4049270402
3 10.1457697387
4 7.3083581142
6 6.0888623061
13 3.6308443436
238 3.1502058940
295 3.2394965523
740 2.7274681851
1617 2.3640261846
2556 2.3305996361
5000 10.0126399835
evaluations raw_y
1 7.6219450189
30 7.2076093003
73 4.6892693364
80 2.5334480010
1463 2.2212843447
2529 2.3411760576
5000 21.6647308904
evaluations raw_y
1 17.7902668323
3 14.7818523134
6 14.5851118381
11 10.9063554960
14 8.0274712343
23 4.2927710868
383 2.4264098009
4378 1.3036840109
5000 20.1232294249
evaluations raw_y
1 10.9990051269
2 2.3863552499
3568 2.1734118513
4056 2.0695997162
5000 13.8426205463
evaluations raw_y
1 18.1916697736
3 17.2400603266
4 14.4506746122
5 9.7583968320
7 6.8628959493
9 4.4482096289
32 3.8984931588
576 3.3788710261
602 3.6689129278
817 2.0237155800
5000 27.2325773316
evaluations raw_y
1 11.4159490600
2 4.2523644619
48 3.9600504646
183 3.6343871514
642 1.3022096614
2961 2.0265868401
3788 1.5010491777
5000 8.7940849108
evaluations raw_y
1 15.6028363339
4 8.7629074537
6 7.6091748211
14 6.9277871247
41 3.3790104256
779 2.9061792301
1982 2.3337247855
4448 2.0163584271
4964 1.9594837691
5000 9.7255703518
evaluations raw_y
1 14.9059774589
4 8.4889585230
8 7.1367789642
16 5.0515091941
33 4.8713245310
70 2.7334964346
141 2.7076260328
391 2.6170564709
4725 2.4772844999
5000 12.2622362179
evaluations raw_y
1 16.4214883832
2 12.2025304144
4 9.6971549574
22 8.1839205549
32 7.8682236446
34 5.0607318910
194 4.8034311160
391 3.4341823435
706 3.7264874574
823 3.4435312899
3280 3.3283848239
4073 2.4066746209
4086 2.1359798220
5000 19.0391161474
evaluations raw_y
1 16.9351417423
2 10.6530040142
23 10.1314652998
26 10.1056792618
29 6.7578365101
55 4.9641227386
95 4.8694629978
272 2.5076743626
455 2.7724105517
1401 2.8483343338
1541 1.6993257073
5000 11.6492668691
evaluations raw_y
1 25.9374998749
2 6.2369478881
69 5.2095785772
102 4.1491218986
227 3.1290278922
474 1.6606525907
3347 1.5427706931
5000 19.6222301212
evaluations raw_y
1 16.5973907303
7 8.0885348814
9 8.1877472638
16 6.6216743630
85 5.4714155237
93 4.5633948814
189 3.7142244847
340 2.9868118349
405 2.9380342990
439 2.2466287444
3901 1.9894904394
5000 26.5604190271
evaluations raw_y
1 9.3752673984
14 3.1349645126
652 2.2259304492
3261 1.6829218800
4977 1.4362289130
5000 18.0368171945
evaluations raw_y
1 20.1881719032
2 11.6953196478
8 7.7430028685
54 3.4918735538
162 3.5717993371
339 2.3604640439
5000 18.9704569506
evaluations raw_y
1 20.9619534624
2 6.3550394389
37 5.5269083298
54 3.1030496825
369 1.5044066604
1378 2.5864914164
2346 2.1999690216
3876 1.6179295628
5000 11.6109463705
evaluations raw_y
1 19.6259987568
2 18.3626715757
4 12.6242435807
7 4.5091891370
154 2.4853091421
925 2.1158348546
3630 1.7222012388
5000 5.0900599902
evaluations raw_y
1 15.0860943509
9 9.3087953546
12 8.2227059741
21 4.0953876829
61 3.9233729757
415 1.8548053056
850 1.0705455452
5000 14.1639711824
evaluations raw_y
1 6.5134522890
34 6.3860233877
86 4.1910919938
290 3.9210052649
414 3.2000952806
984 2.8829973745
1337 1.5136782231
2281 2.1061824598
5000 10.2606685663
