evaluations raw_y
1 25.2573157460
2 9.0295457358
12 6.3091712052
133 5.6310578516
273 4.7070347333
299 4.0419739438
311 2.3771695662
4555 2.0028072705
4689 1.8213164272
4722 1.7905981792
4737 1.5397415396
4800 1.4448700292
4828 1.3137724393
4958 1.0819774090
5000 2.5651077036
evaluations raw_y
1 11.0716745653
2 9.0426321322
7 5.5505511386
20 4.3618291939
26 4.3590192246
564 3.3373406210
1223 2.8812007541
2773 1.6737334582
5000 13.3013544496
evaluations raw_y
1 20.1856019456
2 9.6779258361
4 5.8309132815
14 3.5004569667
90 3.1292021668
456 2.1628717412
3939 2.0895470398
5000 16.8809871830
evaluations raw_y
1 24.9718063925
2 7.9611096421
11 7.3812620911
23 4.8477244334
25 2.8272712565
446 2.7137797936
661 2.3146542479
5000 19.3428991864
evaluations raw_y
1 16.1229391501
2 13.1593328298
7 10.8268586304
16 8.8587992173
19 7.6671797080
24 5.0556680699
31 2.7022996317
462 2.6634779564
827 1.9446428458
5000 7.7882071737
evaluations raw_y
1 13.3592008052
4 10.9145511380
9 9.1156019764
17 8.2985136049
34 7.3763064098
42 6.3697036393
56 6.3151169863
62 5.5230774449
67 3.8554382523
85 4.1421778811
1106 3.1507884984
2849 3.3405953877
3300 2.8152558412
4789 2.2566041299
5000 14.7776002886
evaluations raw_y
1 19.5459810438
2 14.9195198553
4 11.1855955796
11 10.9518668644
13 10.2660411542
23 6.0177514152
61 3.1076199782
270 2.1532911305
951 2.2243340280
5000 8.3810366417
evaluations raw_y
1 5.3226842084
7 6.7621658038
50 4.5585493411
168 3.7592880541
267 2.9296996681
705 2.8149807646
2439 2.4173799172
4547 1.9241237669
4767 1.2992008579
5000 21.7655766542
evaluations raw_y
1 5.5631562417
7 8.4944648947
9 7.9478275786
25 4.2134119928
112 4.0015560281
386 3.6557325996
402 3.6371234068
1453 3.1582917449
1851 3.0093416903
4922 1.8622404359
5000 16.5942020079
evaluations raw_y
1 12.6632546771
4 12.3359091898
19 8.6484880788
24 6.7437225823
26 5.8780191940
105 3.4363481880
344 2.8448522110
1199 2.7286456652
2310 2.4626561351
2566 2.4038378740
2926 1.6624603698
2928 1.5553887686
3054 1.3952123410
3069 1.3469738985
3141 1.1112706875
3229 1.0955698713
3369 1.0964549223
3391 1.0922767197
3433 1.0850731205
3438 1.0739841675
3449 1.0280189415
3470 1.0075032667
3489 0.9446683799
3516 0.8808171902
3539 0.6944981151
3796 0.6404975972
4029 0.6105929430
4217 0.5764375814
4301 0.5602762719
4329 0.5196789502
4358 0.5046323425
4402 0.4950141279
4603 0.4911572541
4608 0.4796822104
4630 0.4784236919
4653 0.4691845491
4657 0.4531071964
4783 0.4510373169
4800 0.4467383441
4877 0.4419162851
4960 0.4262632998
4971 0.4236622102
5000 0.4794477756
evaluations raw_y
1 25.4959297279
2 15.2121759222
5 7.8723477541
25 4.8461305228
63 4.1340853332
147 3.6695534044
300 2.0353196014
5000 24.0221831738
evaluations raw_y
1 12.0482524455
5 7.6144293834
7 6.3916591293
17 6.2638112347
65 5.6043098372
68 4.9992126668
82 4.7933364995
615 3.1365964021
2104 3.1170981587
2157 3.0652142390
3121 3.0298865786
4425 2.9221968293
4935 2.7738765159
5000 18.3327766677
evaluations raw_y
1 14.1539523833
3 5.5258929585
35 6.1352667058
121 5.5602905450
128 4.4009103693
161 3.8383521065
232 3.5635946115
362 2.5871879715
2588 2.1333561660
5000 16.2370323634
evaluations raw_y
1 15.0950466945
2 14.8032576246
4 10.7010342826
12 6.9287063339
17 3.8906578600
154 3.6236579112
174 3.4392587253
329 3.1351909605
505 2.4341759176
686 2.1384258002
5000 13.7992030425
evaluations raw_y
1 12.0996184703
2 11.6150817407
6 7.9967518717
8 7.4906509336
24 6.2845857528
30 4.1531482984
389 4.1506268941
404 2.5026676349
973 2.0031776062
5000 14.8631842278
evaluations raw_y
1 24.3831002865
3 15.4219304108
6 15.4767820858
8 14.7345623554
10 8.9635502863
24 7.3821181389
34 4.5754078751
48 4.4540881909
1035 3.4406418881
2287 2.8708766856
2547 2.5348839313
5000 5.9026197172
evaluations raw_y
1 16.7272392985
7 12.8946863300
10 10.3205793698
11 9.8253702993
28 8.9813072084
31 5.2681900056
42 3.1704806007
565 2.6223020740
675 2.3102675123
3559 2.2778440227
5000 16.0570739774
evaluations raw_y
1 10.0528462207
11 9.3516133059
20 4.9690174213
22 2.9252819406
474 3.0105581755
1705 1.9492825777
5000 19.7610633236
evaluations raw_y
1 22.3230554549
3 16.9865031241
4 11.7411957898
5 4.5841360156
350 4.3999964985
565 3.4197275078
836 3.0709204777
1530 2.7938118444
1710 1.6732009161
5000 17.2522276971
evaluations raw_y
1 10.1391771788
3 7.2971385349
25 5.9620300394
30 5.3079544254
53 4.8902306693
54 2.7615776570
1506 2.1433669348
4157 1.8773804364
5000 24.3231233716
