evaluations raw_y
1 32.1234998689
2 18.7445470668
3 9.4370578797
17 7.7076344966
20 4.9700852891
77 3.8973368546
185 2.6036682825
511 2.4654930232
2248 2.1172437433
5035 17.5281474636
evaluations raw_y
1 8.8890585766
4 7.7457625788
6 7.7170302950
17 7.8143320826
29 3.5007742815
121 1.6783085178
3641 1.6639261792
5035 23.1714073527
evaluations raw_y
1 20.8967205498
3 13.3216687662
5 12.8972831848
7 5.5765562548
51 3.0593601140
159 2.8443732131
292 2.1185281338
5035 25.6139474650
evaluations raw_y
1 14.0101297061
2 5.3322314181
75 4.8818139302
167 4.6116840807
239 3.3409379583
1121 1.3197978545
5035 14.0614538744
evaluations raw_y
1 11.9357571967
5 9.1039421951
21 8.7198270624
30 8.3220529032
44 6.4801177806
94 6.2746084164
96 6.1530877518
117 5.1065773986
132 2.0493225430
498 2.9338456000
2327 2.2086398912
4742 1.8736816035
5035 19.8274378451
evaluations raw_y
1 14.5400672074
4 6.6752438396
27 5.5553670886
69 5.4773302759
169 4.6746406334
242 2.4514188758
3529 2.1705207589
4467 1.8600635555
5035 22.0739860702
evaluations raw_y
1 26.0507341535
2 14.5191697943
3 5.2321170868
5 3.7180521938
29 3.2065037360
889 3.0263153046
1108 2.6643669561
2442 2.4352285433
4352 1.9131310210
5035 12.5259657134
evaluations raw_y
1 9.9821815315
2 8.7824241460
10 5.0956110683
41 4.9214426458
135 4.0192834749
1005 2.7533850471
3011 3.4056799490
3101 2.0645383983
4767 1.6754503033
5035 17.5711258338
evaluations raw_y
1 16.9679345699
4 16.0104152116
9 13.6889504345
11 6.6035018796
27 2.9155516657
3760 2.2957198178
5035 7.8271206620
evaluations raw_y
1 21.2316593581
2 16.6907522900
3 14.8466112960
5 7.4630024969
7 6.3791436583
67 5.4534163179
155 5.0964339863
181 4.4417213241
198 4.4038883776
299 3.6212243667
719 2.0363038758
2231 1.8655102099
5035 12.0099537532
evaluations raw_y
1 20.1393633236
2 13.7385324254
4 6.6291479653
16 6.2233388636
102 5.1087501676
229 4.8056401314
281 2.7025584196
2327 2.4350732093
5035 18.7404671383
evaluations raw_y
1 12.8393455691
5 11.8625275733
11 11.4610465557
20 4.4376438768
21 2.6847528065
5035 9.9667742430
evaluations raw_y
1 16.1881148928
2 11.0035490842
6 8.6140434518
7 7.3098235475
18 7.0376215290
80 6.3404717896
87 6.0061406517
129 5.2175356653
143 4.5207831531
183 3.9808683871
233 2.2259445097
5035 23.3110552492
evaluations raw_y
1 7.0382087947
33 6.1339827857
42 3.8872935460
134 2.9136896056
143 2.5409053234
810 1.6088305082
5035 15.6992961509
evaluations raw_y
1 13.1285911837
2 7.5205841156
8 4.5747708673
23 4.5395924842
29 4.1959896657
127 4.0273056567
286 3.3407726683
489 3.0710000579
1388 2.8226725167
3143 2.6937615373
5035 9.2235249527
evaluations raw_y
1 10.5319915589
4 3.4177971038
36 2.9735204041
725 3.0342401941
1131 2.7555010497
1242 2.3913557550
2605 1.0161145327
5035 18.5995546064
evaluations raw_y
1 14.7724923476
3 12.4576106783
7 10.7514063303
12 9.5456547854
15 4.1373096188
36 3.8204092828
72 3.0162197621
5035 18.4664363205
evaluations raw_y
1 17.6897567729
3 7.5682044559
4 7.4813461735
29 5.8687895640
51 5.6076035419
73 5.6626912023
137 3.8907613875
164 3.2370736050
670 3.2592242756
1603 2.2044340496
5035 19.6222327333
evaluations raw_y
1 28.1474716961
2 24.0131325899
3 15.4105228805
6 8.7795143968
9 8.6022293097
12 4.9883540274
82 4.5832923392
137 2.6263883378
345 2.2247270089
1808 1.3202699439
5035 12.1432440497
evaluations raw_y
1 7.1422184568
8 6.3859833548
12 3.9285454580
220 3.3759609943
748 2.8067875212
1559 1.6433703235
5035 29.2081520378
