evaluations raw_y
1 14.9343119061
2 12.4490493943
5 8.6945533141
25 6.8085682948
33 4.1328357213
57 2.5450161235
121 2.1908026118
4686 1.8245686341
5000 9.8502375349
evaluations raw_y
1 23.6754170529
3 9.7834865103
7 8.9781479549
15 8.1179246513
17 6.7962466162
21 4.8671142886
66 1.3878831178
5000 9.2032527840
evaluations raw_y
1 30.6330748230
2 21.8323734439
3 13.3214520483
8 9.9774207766
14 6.4238276513
18 3.8756559526
104 2.9274860801
277 1.9279776085
5000 13.5345147061
evaluations raw_y
1 25.5314349521
2 16.1939433683
3 7.8707543053
10 5.6195555784
18 3.2131277040
1040 3.0086439327
1956 2.8098595655
2053 2.4679261525
3727 1.7864235603
5000 15.5841809724
evaluations raw_y
1 11.0183779426
5 8.4141318005
12 4.9170826066
17 5.4437514687
217 3.6629434343
248 3.5026920594
470 3.4259712852
476 2.9607543698
639 2.9521291904
1009 2.4129786016
1260 2.0913369775
3211 1.8644611845
3227 1.3994186197
5000 17.6221818989
evaluations raw_y
1 18.5700785861
3 9.3835843995
11 4.9927728002
44 4.5865457692
56 3.1036933166
1166 1.9546825920
1482 2.6622392564
2563 2.4929189122
3676 2.0318130408
5000 29.7644097400
evaluations raw_y
1 15.5127003977
2 14.9764763888
3 6.0601452105
25 1.2041571979
5000 12.9250213962
evaluations raw_y
1 17.1023391050
2 10.1610068020
5 8.9741804955
11 8.3567089320
25 7.6136165200
27 6.4889980938
32 6.0526220494
51 5.8634651913
86 5.6947768730
131 3.8248099204
292 3.7418008520
571 2.8348750999
908 2.6485830739
2827 2.6064457363
5000 24.0110270036
evaluations raw_y
1 16.9180571352
2 16.1308341279
3 8.1476343499
16 5.8875065465
149 5.6680304358
153 4.9930368198
207 4.2160407586
495 4.2155994790
762 2.5307117897
1186 2.7887375160
2984 2.0239039546
4375 1.9573893716
5000 15.8873889726
evaluations raw_y
1 25.9909902596
2 13.1794663607
8 12.6143096477
14 10.5484426098
20 7.2796659910
26 6.8213082446
27 3.4013877261
664 2.7207877721
4053 2.4188206876
4878 2.0948921581
5000 11.8514283985
evaluations raw_y
1 6.2848987194
2 5.4893432352
10 3.8354642065
319 3.2012665462
1599 2.3378888152
3504 2.1717734529
5000 11.7361785288
evaluations raw_y
1 12.2169876714
2 5.3184746588
14 4.5047581161
36 4.2552173171
261 4.1354402093
264 2.4209335173
3929 1.9060275229
5000 7.1341369644
evaluations raw_y
1 11.0477310290
2 6.0909874461
24 5.4221622075
42 2.4616341254
4238 1.8800265938
5000 11.7103167252
evaluations raw_y
1 16.6921309973
2 11.9324138100
3 10.8745043664
5 10.1199997125
7 6.3777678710
41 6.4472552857
64 4.8697005101
300 4.3814848289
391 3.1867972942
616 2.6909197877
939 1.8893184938
5000 16.6830676606
evaluations raw_y
1 17.5068570608
2 6.9159862309
15 5.9888464051
18 4.1971347119
31 3.5074132639
42 2.8394240840
1961 1.8931015049
2252 2.1564550619
5000 12.2866901597
evaluations raw_y
1 21.0602695271
2 11.8148996840
6 8.3171123870
37 3.6299445106
155 3.3268380265
343 3.4547277222
1395 3.2187624295
1779 2.8696592272
1857 1.7472300148
5000 6.9236658411
evaluations raw_y
1 21.3178343900
2 21.0929135642
3 20.7109031800
4 14.5376452394
6 14.4523343384
7 4.6036554943
12 3.2438677375
286 2.5916319038
5000 10.6346129569
evaluations raw_y
1 10.5834711703
3 10.1513641317
5 6.9760538944
13 5.8607153037
36 5.6342448397
47 4.4765147766
201 3.9829405414
345 3.7265924521
488 3.4415079969
992 1.9105002276
5000 8.6968315585
evaluations raw_y
1 18.8986408083
2 18.9036127447
3 13.5039678570
6 6.9410506424
8 5.0240155462
83 4.3631330000
327 4.5340886287
340 4.4552672835
401 4.2372296558
407 4.0041373651
410 3.2024731843
2527 2.8711867435
3227 2.3558103255
3432 2.0659477927
3947 1.4427612824
5000 11.6034377551
evaluations raw_y
1 25.8348818871
2 7.5897350968
7 7.4674504069
14 4.2189718869
168 3.1750776139
1701 2.6851658237
2211 2.1664435915
5000 7.3568750693
